set I := 1 2 ;
set J := 3 4 5 ;
set K := 1 2 3 4 5;
set R := 1 2 3 ;
set T := 1 2 3 ;
set N := 1 2 3 4 5 6;
 
param Cir :
    1   2   3   :=    
1   15   14   12
3   4   2   1.5
4   4   2   1.5
5   4   2   1.5
1   5   1   1
2   5   1   1
3   5   1   1
4   5   1   1
5   5   1   1
1   5   2   1.5
2   5   2   1.5
3   5   2   1.5
4   5   2   1.5
5   5   2   1.5 ;








param tekj :
    3   4   5   :=    
1   10   11   12
2   10   11   12
3   10   11   12
4   10   11   12 
5   10   11   12 ;

param Nkj :
    3   4   5   :=    
1   1   1   1
2   1   1   1
3   1   1   1
4   1   1   1
5   1   1   1 ;


param dvi :=
1   260
2   230;

param Ni :=
1   6
2   6;

param bia :=
1   17
2   20;

param mi :=
1   10.5
2   10.5;

param nkji :=
1   3   1   11.5
2   3   1   11.5
3   3   1   11.5
4   3   1   11.5
5   3   1   11.5
1   4   1   11.5
2   4   1   11.5
3   4   1   11.5
4   4   1   11.5
5   4   1   11.5
1   5   1   11.5
2   5   1   11.5
3   5   1   11.5
4   5   1   11.5
5   5   1   11.5
1   3   2   11.5
2   3   2   11.5
3   3   2   11.5
4   3   2   11.5
5   3   2   11.5
1   4   2   11.5
2   4   2   11.5
3   4   2   11.5
4   4   2   11.5
5   4   2   11.5
1   5   2   11.5
2   5   2   11.5
3   5   2   11.5
4   5   2   11.5
5   5   2   11.5;


param clnkji :=
1   3   1  15.5
2   3   1  15.5
3   3   1  15.5
4   3   1  15.5
5   3   1  15.5
1   3   2  15.5
2   3   2  15.5
3   3   2  15.5
4   3   2  15.5
5   3   2  15.5
1   4   1  15.5
2   4   1  15.5
3   4   1  15.5
4   4   1  15.5
5   4   1  15.5
1   4   2  15.5
2   4   2  15.5
3   4   2  15.5
4   4   2  15.5
5   4   2  15.5
1   5   1  15.5
2   5   1  15.5
3   5   1  15.5
4   5   1  15.5
5   5   1  15.5
1   5   2  15.5
2   5   2  15.5
3   5   2  15.5
4   5   2  15.5
5   5   2  15.5 ;

param cln2kji :=
1   3   1  38
2   3   1  38
3   3   1  38
4   3   1  38
5   3   1  38
1   3   2  38
2   3   2  38
3   3   2  38
4   3   2  38
5   3   2  38
1   4   1  38
2   4   1  38
3   4   1  38
4   4   1  38
5   4   1  38
1   4   2  38
2   4   2  38
3   4   2  38
4   4   2  38
5   4   2  38
1   5   1  38
2   5   1  38
3   5   1  38
4   5   1  38
5   5   1  38
1   5   2  38
2   5   2  38
3   5   2  38
4   5   2  38
5   5   2  38 ;

param cunkji :=
1   3   1  16.5
2   3   1  16.5
3   3   1  16.5
4   3   1  16.5
5   3   1  16.5
1   3   2  16.5
2   3   2  16.5
3   3   2  16.5
4   3   2  16.5
5   3   2  16.5
1   4   1  16.5
2   4   1  16.5
3   4   1  16.5
4   4   1  16.5
5   4   1  16.5
1   4   2  16.5
2   4   2  16.5
3   4   2  16.5
4   4   2  16.5
5   4   2  16.5
1   5   1  16.5
2   5   1  16.5
3   5   1  16.5
4   5   1  16.5
5   5   1  16.5
1   5   2  16.5
2   5   2  16.5
3   5   2  16.5
4   5   2  16.5
5   5   2  16.5 ;
